COUNT,KEY
2797,direction
2624,voltage_level
36,source
36,malo_ref
36,anlage
36,bisdatum
36,abdatum
36,art_der_technischen_ressource
36,verbrauchsart
36,wrmenutzung
36,ref_zur_tr
