%,COUNT,KEY
100.0%,2521,malo_count
100.0%,2521,melo_count
100.0%,2521,tr_count
100.0%,2521,nelo_count
100.0%,2521,edge_type_counts
100.0%,2521,dataset
1.9%,48,bundle_id
