%,COUNT,KEY
100.0%,15,malo_min
100.0%,15,melo_min
100.0%,15,tr_min
100.0%,15,nelo_min
100.0%,15,malo_max
100.0%,15,melo_max
100.0%,15,tr_max
100.0%,15,nelo_max
100.0%,15,malo_node_types
100.0%,15,melo_node_types
100.0%,15,tr_node_types
100.0%,15,nelo_node_types
100.0%,15,is_template
100.0%,15,lbs_code
100.0%,15,optionality_constraints
100.0%,15,attachment_rules
